	SNP	Chromosome	Position	trait1
5380	ENSG00000029559	chr4	88720732	1.3711184234293e-21
5381	ENSG00000118785	chr4	88896818	4.24959768975644e-10
5382	ENSG00000118785	chr4	88896839	4.24959768975644e-10
5383	ENSG00000118785	chr4	88896865	4.24959768975644e-10
5384	ENSG00000118785	chr4	88896865	4.24959768975644e-10
5385	ENSG00000118785	chr4	88896865	4.24959768975644e-10
5386	ENSG00000118785	chr4	88896865	4.24959768975644e-10
5387	ENSG00000118785	chr4	88896865	4.24959768975644e-10
5388	ENSG00000118785	chr4	88896866	4.24959768975644e-10
5389	ENSG00000118785	chr4	88896868	4.24959768975644e-10
5390	ENSG00000118785	chr4	88898031	4.24959768975644e-10
5391	ENSG00000118777	chr4	89011420	1.19199818250686e-05
5392	ENSG00000118777	chr4	89052995	1.19199818250686e-05
5393	ENSG00000118777	chr4	89052995	1.19199818250686e-05
5394	ENSG00000145335	chr4	90743002	0.000189176852615756
5395	ENSG00000145335	chr4	90743502	0.000189176852615756
5396	ENSG00000163106	chr4	95219685	0.00272898600229282
5397	ENSG00000163106	chr4	95224913	0.00272898600229282
5398	ENSG00000163106	chr4	95255331	0.00272898600229282
5399	ENSG00000151247	chr4	99792834	0.403822615873755
5400	ENSG00000151247	chr4	99801915	0.403822615873755
5401	ENSG00000151247	chr4	99801922	0.403822615873755
5402	ENSG00000151247	chr4	99801995	0.403822615873755
5403	ENSG00000151247	chr4	99801995	0.403822615873755
5404	ENSG00000151247	chr4	99802048	0.403822615873755
5405	ENSG00000151247	chr4	99802160	0.403822615873755
5406	ENSG00000151247	chr4	99807501	0.403822615873755
5407	ENSG00000151247	chr4	99808313	0.403822615873755
5408	ENSG00000151247	chr4	99816272	0.403822615873755
5409	ENSG00000151247	chr4	99847122	0.403822615873755
5410	ENSG00000164024	chr4	99916770	0.0870013455204758
5411	ENSG00000164024	chr4	99916809	0.0870013455204758
5412	ENSG00000164024	chr4	99916871	0.0870013455204758
5413	ENSG00000164024	chr4	99916890	0.0870013455204758
5414	ENSG00000164024	chr4	99916916	0.0870013455204758
5415	ENSG00000164024	chr4	99916980	0.0870013455204758
5416	ENSG00000164024	chr4	99943445	0.0870013455204758
5417	ENSG00000164024	chr4	99943922	0.0870013455204758
5418	ENSG00000164024	chr4	99952797	0.0870013455204758
5419	ENSG00000164024	chr4	99960353	0.0870013455204758
5420	ENSG00000164024	chr4	99964399	0.0870013455204758
5421	ENSG00000164024	chr4	99966340	0.0870013455204758
5422	ENSG00000197894	chr4	99993336	0.0010697198727702
5423	ENSG00000197894	chr4	99997442	0.0010697198727702
5424	ENSG00000197894	chr4	99997585	0.0010697198727702
5425	ENSG00000197894	chr4	99997947	0.0010697198727702
5426	ENSG00000198099	chr4	100044807	1.10145369322108e-05
5427	ENSG00000198099	chr4	100044817	1.10145369322108e-05
5428	ENSG00000198099	chr4	100044831	1.10145369322108e-05
5429	ENSG00000198099	chr4	100045514	1.10145369322108e-05
5430	ENSG00000198099	chr4	100045529	1.10145369322108e-05
5431	ENSG00000198099	chr4	100047744	1.10145369322108e-05
5432	ENSG00000198099	chr4	100052781	1.10145369322108e-05
5433	ENSG00000198099	chr4	100052802	1.10145369322108e-05
5434	ENSG00000198099	chr4	100052824	1.10145369322108e-05
5435	ENSG00000198099	chr4	100057687	1.10145369322108e-05
5436	ENSG00000198099	chr4	100060293	1.10145369322108e-05
5437	ENSG00000198099	chr4	100062789	1.10145369322108e-05
5438	ENSG00000187758	chr4	100197523	5.73327431631169e-16
5439	ENSG00000187758	chr4	100202971	5.73327431631169e-16
5440	ENSG00000187758	chr4	100207821	5.73327431631169e-16
5441	ENSG00000196616	chr4	100226120	3.24975884899928e-32
5442	ENSG00000196616	chr4	100226133	3.24975884899928e-32
5443	ENSG00000196616	chr4	100228399	3.24975884899928e-32
5444	ENSG00000196616	chr4	100228649	3.24975884899928e-32
5445	ENSG00000196616	chr4	100238821	3.24975884899928e-32
5446	ENSG00000138823	chr4	100484917	0.000280837671922259
5447	ENSG00000138823	chr4	100484981	0.000280837671922259
5448	ENSG00000138823	chr4	100484984	0.000280837671922259
5449	ENSG00000138823	chr4	100485237	0.000280837671922259
5450	ENSG00000138823	chr4	100485239	0.000280837671922259
5451	ENSG00000138823	chr4	100485239	0.000280837671922259
5452	ENSG00000138823	chr4	100485239	0.000280837671922259
5453	ENSG00000138823	chr4	100495980	0.000280837671922259
5454	ENSG00000138814	chr4	102015024	0.363997542294637
5455	ENSG00000109320	chr4	103422485	0.143814109333755
5456	ENSG00000109320	chr4	103422487	0.143814109333755
5457	ENSG00000109320	chr4	103422611	0.143814109333755
5458	ENSG00000109320	chr4	103422628	0.143814109333755
5459	ENSG00000109320	chr4	103423054	0.143814109333755
5460	ENSG00000109320	chr4	103424531	0.143814109333755
5461	ENSG00000109320	chr4	103458743	0.143814109333755
5462	ENSG00000109320	chr4	103458755	0.143814109333755
5463	ENSG00000109320	chr4	103478261	0.143814109333755
5464	ENSG00000109320	chr4	103498870	0.143814109333755
5465	ENSG00000109320	chr4	103499020	0.143814109333755
5466	ENSG00000109320	chr4	103514405	0.143814109333755
5467	ENSG00000138778	chr4	104037520	2.54849821213949e-18
5468	ENSG00000138778	chr4	104066459	2.54849821213949e-18
5469	ENSG00000138778	chr4	104072392	2.54849821213949e-18
5470	ENSG00000138778	chr4	104101461	2.54849821213949e-18
5471	ENSG00000138778	chr4	104115407	2.54849821213949e-18
5472	ENSG00000168769	chr4	106067031	0.195548554570228
5473	ENSG00000168769	chr4	106067942	0.195548554570228
5474	ENSG00000168769	chr4	106068034	0.195548554570228
5475	ENSG00000168769	chr4	106068042	0.195548554570228
5476	ENSG00000168769	chr4	106068089	0.195548554570228
5477	ENSG00000168769	chr4	106068613	0.195548554570228
5478	ENSG00000164023	chr4	108814393	4.73886160239062e-08
5479	ENSG00000164023	chr4	108814411	4.73886160239062e-08
5480	ENSG00000164023	chr4	108814429	4.73886160239062e-08
5481	ENSG00000164023	chr4	108815403	4.73886160239062e-08
5482	ENSG00000164023	chr4	108828355	4.73886160239062e-08
5483	ENSG00000138794	chr4	110609784	0.00854351859200007
5484	ENSG00000138794	chr4	110609897	0.00854351859200007
5485	ENSG00000138794	chr4	110610057	0.00854351859200007
5486	ENSG00000138794	chr4	110610372	0.00854351859200007
5487	ENSG00000138794	chr4	110610418	0.00854351859200007
5488	ENSG00000138794	chr4	110612033	0.00854351859200007
5489	ENSG00000138794	chr4	110615679	0.00854351859200007
5490	ENSG00000138794	chr4	110615736	0.00854351859200007
5491	ENSG00000205403	chr4	110661851	0.067478123118133
5492	ENSG00000205403	chr4	110661851	0.067478123118133
5493	ENSG00000205403	chr4	110661851	0.067478123118133
5494	ENSG00000205403	chr4	110661879	0.067478123118133
5495	ENSG00000205403	chr4	110663031	0.067478123118133
5496	ENSG00000205403	chr4	110685514	0.067478123118133
5497	ENSG00000138798	chr4	110861931	0.0458108021353676
5498	ENSG00000138798	chr4	110880289	0.0458108021353676
5499	ENSG00000138798	chr4	110889960	0.0458108021353676
5500	ENSG00000138798	chr4	110897242	0.0458108021353676
5501	ENSG00000138798	chr4	110901796	0.0458108021353676
5502	ENSG00000138798	chr4	110901832	0.0458108021353676
5503	ENSG00000138798	chr4	110925402	0.0458108021353676
5504	ENSG00000138798	chr4	110925656	0.0458108021353676
5505	ENSG00000138798	chr4	110925656	0.0458108021353676
5506	ENSG00000138792	chr4	111434644	0.309944468440147
5507	ENSG00000138792	chr4	111470583	0.309944468440147
5508	ENSG00000138792	chr4	111480263	0.309944468440147
5509	ENSG00000145349	chr4	114675894	0.00246523817675089
5510	ENSG00000145349	chr4	114680270	0.00246523817675089
5511	ENSG00000138735	chr4	120421977	0.00437281520704913
5512	ENSG00000138735	chr4	120423544	0.00437281520704913
5513	ENSG00000138735	chr4	120428807	0.00437281520704913
5514	ENSG00000138735	chr4	120440233	0.00437281520704913
5515	ENSG00000138735	chr4	120459935	0.00437281520704913
5516	ENSG00000138735	chr4	120473595	0.00437281520704913
5517	ENSG00000138735	chr4	120517680	0.00437281520704913
5518	ENSG00000164111	chr4	122589109	0.642715078073703
5519	ENSG00000164111	chr4	122589181	0.642715078073703
5520	ENSG00000164111	chr4	122589230	0.642715078073703
5521	ENSG00000164111	chr4	122589400	0.642715078073703
5522	ENSG00000164111	chr4	122590466	0.642715078073703
5523	ENSG00000164111	chr4	122592772	0.642715078073703
5524	ENSG00000164111	chr4	122599608	0.642715078073703
5525	ENSG00000164111	chr4	122602516	0.642715078073703
5526	ENSG00000164111	chr4	122602710	0.642715078073703
5527	ENSG00000164111	chr4	122602825	0.642715078073703
5528	ENSG00000145386	chr4	122737598	3.99598392486834e-20
5529	ENSG00000138741	chr4	122853914	0.0126432053417611
5530	ENSG00000109471	chr4	123372624	0.0491490817011219
5531	ENSG00000109471	chr4	123372872	0.0491490817011219
5532	ENSG00000138685	chr4	123747862	2.98974329926936e-06
5533	ENSG00000138685	chr4	123747985	2.98974329926936e-06
5534	ENSG00000142731	chr4	128802015	5.50906923285946e-14
5535	ENSG00000142731	chr4	128802047	5.50906923285946e-14
5536	ENSG00000142731	chr4	128802053	5.50906923285946e-14
5537	ENSG00000142731	chr4	128802063	5.50906923285946e-14
5538	ENSG00000142731	chr4	128802081	5.50906923285946e-14
5539	ENSG00000142731	chr4	128802083	5.50906923285946e-14
5540	ENSG00000142731	chr4	128802386	5.50906923285946e-14
5541	ENSG00000142731	chr4	128808488	5.50906923285946e-14
5542	ENSG00000142731	chr4	128812151	5.50906923285946e-14
5543	ENSG00000142731	chr4	128812325	5.50906923285946e-14
5544	ENSG00000142731	chr4	128814354	5.50906923285946e-14
5545	ENSG00000151012	chr4	139085250	6.49709274448239e-10
5546	ENSG00000151012	chr4	139092997	6.49709274448239e-10
5547	ENSG00000109390	chr4	140188033	0.527333172444615
5548	ENSG00000109390	chr4	140211070	0.527333172444615
5549	ENSG00000109390	chr4	140211070	0.527333172444615
5550	ENSG00000109390	chr4	140211091	0.527333172444615
5551	ENSG00000109390	chr4	140211091	0.527333172444615
5552	ENSG00000109390	chr4	140211106	0.527333172444615
5553	ENSG00000109390	chr4	140211106	0.527333172444615
5554	ENSG00000109390	chr4	140211184	0.527333172444615
5555	ENSG00000109390	chr4	140216271	0.527333172444615
5556	ENSG00000109390	chr4	140216885	0.527333172444615
5557	ENSG00000145391	chr4	140417094	0.010692252093896
5558	ENSG00000145391	chr4	140417242	0.010692252093896
5559	ENSG00000145391	chr4	140427189	0.010692252093896
5560	ENSG00000145391	chr4	140453732	0.010692252093896
5561	ENSG00000145391	chr4	140453735	0.010692252093896
5562	ENSG00000145391	chr4	140517761	0.010692252093896
5563	ENSG00000109424	chr4	141480587	0.857600471257694
5564	ENSG00000164136	chr4	142635809	0.450530996221742
5565	ENSG00000164136	chr4	142640283	0.450530996221742
5566	ENSG00000164136	chr4	142642301	0.450530996221742
5567	ENSG00000164136	chr4	142642934	0.450530996221742
5568	ENSG00000151617	chr4	148402068	0.425766868775331
5569	ENSG00000151617	chr4	148402083	0.425766868775331
5570	ENSG00000151617	chr4	148402083	0.425766868775331
5571	ENSG00000151617	chr4	148406833	0.425766868775331
5572	ENSG00000151617	chr4	148406985	0.425766868775331
5573	ENSG00000151617	chr4	148452794	0.425766868775331
5574	ENSG00000151623	chr4	149067738	8.76398787752138e-12
5575	ENSG00000151623	chr4	149073567	8.76398787752138e-12
5576	ENSG00000170390	chr4	151096594	0.100423019910431
5577	ENSG00000109670	chr4	153242410	0.408854014897153
5578	ENSG00000109670	chr4	153242414	0.408854014897153
5579	ENSG00000109670	chr4	153243970	0.408854014897153
5580	ENSG00000109670	chr4	153243970	0.408854014897153
5581	ENSG00000109670	chr4	153243970	0.408854014897153
5582	ENSG00000109670	chr4	153244026	0.408854014897153
5583	ENSG00000109670	chr4	153247373	0.408854014897153
5584	ENSG00000109670	chr4	153267963	0.408854014897153
5585	ENSG00000109670	chr4	153332480	0.408854014897153
5586	ENSG00000109670	chr4	153451424	0.408854014897153
5587	ENSG00000137462	chr4	154622651	0.284766631574248
5588	ENSG00000171564	chr4	155484107	0.586713457535413
5589	ENSG00000171564	chr4	155484162	0.586713457535413
5590	ENSG00000171564	chr4	155484163	0.586713457535413
5591	ENSG00000171564	chr4	155484168	0.586713457535413
5592	ENSG00000171564	chr4	155484177	0.586713457535413
5593	ENSG00000171564	chr4	155484189	0.586713457535413
5594	ENSG00000171564	chr4	155486932	0.586713457535413
5595	ENSG00000171560	chr4	155504277	0.254743496604044
5596	ENSG00000171560	chr4	155506411	0.254743496604044
5597	ENSG00000171557	chr4	155525285	0.0943076620033367
5598	ENSG00000171557	chr4	155525316	0.0943076620033367
5599	ENSG00000171557	chr4	155525322	0.0943076620033367
5600	ENSG00000171557	chr4	155525324	0.0943076620033367
5601	ENSG00000171557	chr4	155525727	0.0943076620033367
5602	ENSG00000171557	chr4	155525761	0.0943076620033367
5603	ENSG00000171557	chr4	155529790	0.0943076620033367
5604	ENSG00000171557	chr4	155530781	0.0943076620033367
5605	ENSG00000171557	chr4	155531094	0.0943076620033367
5606	ENSG00000171557	chr4	155532387	0.0943076620033367
5607	ENSG00000171557	chr4	155532990	0.0943076620033367
5608	ENSG00000171557	chr4	155533124	0.0943076620033367
5609	ENSG00000061918	chr4	156680143	0.490597842747084
5610	ENSG00000061918	chr4	156680172	0.490597842747084
5611	ENSG00000061918	chr4	156680177	0.490597842747084
5612	ENSG00000061918	chr4	156680182	0.490597842747084
5613	ENSG00000061918	chr4	156680210	0.490597842747084
5614	ENSG00000061918	chr4	156680241	0.490597842747084
5615	ENSG00000061918	chr4	156680610	0.490597842747084
5616	ENSG00000151790	chr4	156775889	0.106989338433265
5617	ENSG00000151790	chr4	156775908	0.106989338433265
5618	ENSG00000151790	chr4	156775913	0.106989338433265
5619	ENSG00000151790	chr4	156775922	0.106989338433265
5620	ENSG00000151790	chr4	156824844	0.106989338433265
5621	ENSG00000151790	chr4	156824846	0.106989338433265
5622	ENSG00000151790	chr4	156826971	0.106989338433265
5623	ENSG00000151790	chr4	156835492	0.106989338433265
5624	ENSG00000256043	chr4	156845269	3.07545796930492e-05
5625	ENSG00000145431	chr4	157683954	0.110362852416919
5626	ENSG00000145431	chr4	157684099	0.110362852416919
5627	ENSG00000145431	chr4	157688933	0.110362852416919
5628	ENSG00000145431	chr4	157691333	0.110362852416919
5629	ENSG00000145431	chr4	157693940	0.110362852416919
5630	ENSG00000145431	chr4	157888480	0.110362852416919
5631	ENSG00000109738	chr4	157997317	0.0390213253661859
5632	ENSG00000109738	chr4	157997355	0.0390213253661859
5633	ENSG00000109738	chr4	158057516	0.0390213253661859
5634	ENSG00000120251	chr4	158141054	0.0102580008396889
5635	ENSG00000120251	chr4	158262580	0.0102580008396889
5636	ENSG00000120251	chr4	158281851	0.0102580008396889
5637	ENSG00000171509	chr4	159442877	0.00106551746441553
5638	ENSG00000171509	chr4	159465383	0.00106551746441553
5639	ENSG00000171497	chr4	159630285	0.163430441980412
5640	ENSG00000171497	chr4	159630912	0.163430441980412
5641	ENSG00000171497	chr4	159631093	0.163430441980412
5642	ENSG00000164128	chr4	164245112	3.49514241902442e-24
5643	ENSG00000164128	chr4	164246125	3.49514241902442e-24
5644	ENSG00000164128	chr4	164246687	3.49514241902442e-24
5645	ENSG00000164128	chr4	164246777	3.49514241902442e-24
5646	ENSG00000164128	chr4	164247521	3.49514241902442e-24
5647	ENSG00000164128	chr4	164247525	3.49514241902442e-24
5648	ENSG00000164128	chr4	164247632	3.49514241902442e-24
5649	ENSG00000164129	chr4	164265090	3.27350483550312e-38
5650	ENSG00000164129	chr4	164265253	3.27350483550312e-38
5651	ENSG00000164129	chr4	164271370	3.27350483550312e-38
5652	ENSG00000137601	chr4	170475193	0.00010073484485244
5653	ENSG00000137601	chr4	170497754	0.00010073484485244
5654	ENSG00000109572	chr4	170533783	0.171072018015125
5655	ENSG00000109572	chr4	170541671	0.171072018015125
5656	ENSG00000109572	chr4	170541676	0.171072018015125
5657	ENSG00000109572	chr4	170541679	0.171072018015125
5658	ENSG00000109572	chr4	170541702	0.171072018015125
5659	ENSG00000109572	chr4	170541987	0.171072018015125
5660	ENSG00000109572	chr4	170557133	0.171072018015125
5661	ENSG00000109572	chr4	170581212	0.171072018015125
5662	ENSG00000109572	chr4	170601218	0.171072018015125
5663	ENSG00000109572	chr4	170616781	0.171072018015125
5664	ENSG00000164120	chr4	175411327	3.67723383811331e-09
5665	ENSG00000164120	chr4	175412254	3.67723383811331e-09
5666	ENSG00000164120	chr4	175412608	3.67723383811331e-09
5667	ENSG00000164120	chr4	175412721	3.67723383811331e-09
5668	ENSG00000164120	chr4	175412905	3.67723383811331e-09
5669	ENSG00000164120	chr4	175412935	3.67723383811331e-09
5670	ENSG00000164120	chr4	175412944	3.67723383811331e-09
5671	ENSG00000164120	chr4	175413020	3.67723383811331e-09
5672	ENSG00000164120	chr4	175413083	3.67723383811331e-09
5673	ENSG00000164120	chr4	175414302	3.67723383811331e-09
5674	ENSG00000164120	chr4	175414309	3.67723383811331e-09
5675	ENSG00000164120	chr4	175416511	3.67723383811331e-09
5676	ENSG00000164120	chr4	175427893	3.67723383811331e-09
5677	ENSG00000145451	chr4	175633665	0.186333991308575
5678	ENSG00000145451	chr4	175643774	0.186333991308575
5679	ENSG00000150630	chr4	177604688	0.137263662056229
5680	ENSG00000150630	chr4	177610453	0.137263662056229
5681	ENSG00000168310	chr4	185339320	0.0716835286949135
5682	ENSG00000168310	chr4	185339328	0.0716835286949135
5683	ENSG00000168310	chr4	185369809	0.0716835286949135
5684	ENSG00000164305	chr4	185548849	8.79522364931174e-05
5685	ENSG00000164305	chr4	185548849	8.79522364931174e-05
5686	ENSG00000164305	chr4	185548849	8.79522364931174e-05
5687	ENSG00000164305	chr4	185550409	8.79522364931174e-05
5688	ENSG00000164305	chr4	185550537	8.79522364931174e-05
5689	ENSG00000164305	chr4	185553049	8.79522364931174e-05
5690	ENSG00000151729	chr4	186064394	9.79871642327175e-05
5691	ENSG00000151729	chr4	186064431	9.79871642327175e-05
5692	ENSG00000164342	chr4	186990305	2.06665251907184e-05
5693	ENSG00000164342	chr4	186990308	2.06665251907184e-05
5694	ENSG00000164342	chr4	187002764	2.06665251907184e-05
5695	ENSG00000164342	chr4	187002770	2.06665251907184e-05
5696	ENSG00000164342	chr4	187002772	2.06665251907184e-05
5697	ENSG00000164344	chr4	187147591	9.3637137735635e-05
5698	ENSG00000164344	chr4	187148660	9.3637137735635e-05
5699	ENSG00000164344	chr4	187148671	9.3637137735635e-05
5700	ENSG00000164344	chr4	187172185	9.3637137735635e-05
5701	ENSG00000088926	chr4	187187098	1.22808107415066e-08
5702	ENSG00000088926	chr4	187187117	1.22808107415066e-08
5703	ENSG00000088926	chr4	187187353	1.22808107415066e-08
5704	ENSG00000088926	chr4	187194134	1.22808107415066e-08
5705	ENSG00000088926	chr4	187197008	1.22808107415066e-08
5706	ENSG00000088926	chr4	187206791	1.22808107415066e-08
5707	ENSG00000088926	chr4	187208742	1.22808107415066e-08
5708	ENSG00000168412	chr4	187454808	0.289012502313872
5709	ENSG00000113448	chr5	58264864	0.000393682883056022
5710	ENSG00000113448	chr5	58269514	0.000393682883056022
5711	ENSG00000113448	chr5	58269514	0.000393682883056022
5712	ENSG00000113448	chr5	58270483	0.000393682883056022
5713	ENSG00000113448	chr5	58270490	0.000393682883056022
5714	ENSG00000113448	chr5	58270747	0.000393682883056022
5715	ENSG00000113448	chr5	58270747	0.000393682883056022
5716	ENSG00000113448	chr5	58289251	0.000393682883056022
5717	ENSG00000113448	chr5	58452892	0.000393682883056022
5718	ENSG00000113448	chr5	58511279	0.000393682883056022
5719	ENSG00000170214	chr5	159343789	0.000103366080340783
5720	ENSG00000113448	chr5	59283985	0.000393682883056022
5721	ENSG00000113448	chr5	59284187	0.000393682883056022
5722	ENSG00000113448	chr5	59284267	0.000393682883056022
5723	ENSG00000113448	chr5	59284343	0.000393682883056022
5724	ENSG00000113448	chr5	59284428	0.000393682883056022
5725	ENSG00000086200	chr5	61699876	0.728789204276687
5726	ENSG00000086200	chr5	61708593	0.728789204276687
5727	ENSG00000086200	chr5	61714710	0.728789204276687
5728	ENSG00000086200	chr5	61811284	0.728789204276687
5729	ENSG00000086200	chr5	61856522	0.728789204276687
5730	ENSG00000086200	chr5	61856962	0.728789204276687
5731	ENSG00000113231	chr5	76506273	8.07741207562937e-06
5732	ENSG00000113231	chr5	76506705	8.07741207562937e-06
5733	ENSG00000113231	chr5	76506705	8.07741207562937e-06
5734	ENSG00000113231	chr5	76506750	8.07741207562937e-06
5735	ENSG00000113231	chr5	76509768	8.07741207562937e-06
5736	ENSG00000038427	chr5	82767283	0.00636959138112337
5737	ENSG00000038427	chr5	82767492	0.00636959138112337
5738	ENSG00000038427	chr5	82767582	0.00636959138112337
5739	ENSG00000038427	chr5	82767743	0.00636959138112337
5740	ENSG00000038427	chr5	82831432	0.00636959138112337
5741	ENSG00000172901	chr5	115298150	0.00699633648561225
5742	ENSG00000172901	chr5	115298150	0.00699633648561225
5743	ENSG00000172901	chr5	115298190	0.00699633648561225
5744	ENSG00000172901	chr5	115331073	0.00699633648561225
5745	ENSG00000172901	chr5	115331073	0.00699633648561225
5746	ENSG00000172901	chr5	115331093	0.00699633648561225
5747	ENSG00000113657	chr5	146770373	0.284214357747812
5748	ENSG00000113657	chr5	146770374	0.284214357747812
5749	ENSG00000113657	chr5	146773252	0.284214357747812
5750	ENSG00000113657	chr5	146775216	0.284214357747812
5751	ENSG00000113657	chr5	146788290	0.284214357747812
5752	ENSG00000113657	chr5	146798045	0.284214357747812
5753	ENSG00000164270	chr5	147830594	1.69500841074732e-05
5754	ENSG00000164270	chr5	147830594	1.69500841074732e-05
5755	ENSG00000164270	chr5	147830732	1.69500841074732e-05
5756	ENSG00000164270	chr5	147830747	1.69500841074732e-05
5757	ENSG00000113712	chr5	148871759	0.340824880381365
5758	ENSG00000113712	chr5	148874844	0.340824880381365
5759	ENSG00000113712	chr5	148875616	0.340824880381365
5760	ENSG00000113712	chr5	148876415	0.340824880381365
5761	ENSG00000155511	chr5	152870105	2.00776679335304e-08
5762	ENSG00000155511	chr5	152870214	2.00776679335304e-08
5763	ENSG00000155511	chr5	152870375	2.00776679335304e-08
5764	ENSG00000155511	chr5	152870856	2.00776679335304e-08
5765	ENSG00000155511	chr5	152871731	2.00776679335304e-08
5766	ENSG00000155511	chr5	152871731	2.00776679335304e-08
5767	ENSG00000113749	chr5	175085032	0.0359212161768123
5768	ENSG00000063438	chr5	304290	0.787569005449261
5769	ENSG00000063438	chr5	304290	0.787569005449261
5770	ENSG00000063438	chr5	304298	0.787569005449261
5771	ENSG00000063438	chr5	321873	0.787569005449261
5772	ENSG00000063438	chr5	322684	0.787569005449261
5773	ENSG00000066230	chr5	473424	0.135905911818903
5774	ENSG00000066230	chr5	473475	0.135905911818903
5775	ENSG00000142319	chr5	1392908	0.924302319716949
5776	ENSG00000142319	chr5	1393784	0.924302319716949
5777	ENSG00000142319	chr5	1416142	0.924302319716949
5778	ENSG00000124275	chr5	7851307	0.0306775985633991
5779	ENSG00000113389	chr5	32689175	8.50073212103359e-19
5780	ENSG00000113389	chr5	32709512	8.50073212103359e-19
5781	ENSG00000113389	chr5	32710759	8.50073212103359e-19
5782	ENSG00000113389	chr5	32710759	8.50073212103359e-19
5783	ENSG00000113389	chr5	32711539	8.50073212103359e-19
5784	ENSG00000113389	chr5	32711828	8.50073212103359e-19
5785	ENSG00000113494	chr5	35055801	0.00185985014689062
5786	ENSG00000113494	chr5	35055806	0.00185985014689062
5787	ENSG00000113494	chr5	35064899	0.00185985014689062
5788	ENSG00000113494	chr5	35084583	0.00185985014689062
5789	ENSG00000113494	chr5	35084610	0.00185985014689062
5790	ENSG00000113494	chr5	35084636	0.00185985014689062
5791	ENSG00000113494	chr5	35086326	0.00185985014689062
5792	ENSG00000113494	chr5	35086409	0.00185985014689062
5793	ENSG00000164327	chr5	38938020	0.299716024971735
5794	ENSG00000164327	chr5	38940116	0.299716024971735
5795	ENSG00000164327	chr5	38940121	0.299716024971735
5796	ENSG00000164327	chr5	38969788	0.299716024971735
5797	ENSG00000164327	chr5	38980981	0.299716024971735
5798	ENSG00000164327	chr5	38981999	0.299716024971735
5799	ENSG00000132356	chr5	40759480	0.0111171767540653
5800	ENSG00000132356	chr5	40762871	0.0111171767540653
5801	ENSG00000039537	chr5	41142335	3.33377169586142e-11
5802	ENSG00000039537	chr5	41142335	3.33377169586142e-11
5803	ENSG00000039537	chr5	41155160	3.33377169586142e-11
5804	ENSG00000112964	chr5	42423878	2.39649584391009e-14
5805	ENSG00000112964	chr5	42424025	2.39649584391009e-14
5806	ENSG00000112964	chr5	42424619	2.39649584391009e-14
5807	ENSG00000112964	chr5	42514248	2.39649584391009e-14
5808	ENSG00000112964	chr5	42565957	2.39649584391009e-14
5809	ENSG00000151882	chr5	43376746	0.046871615185415
5810	ENSG00000151882	chr5	43379294	0.046871615185415
5811	ENSG00000151882	chr5	43380993	0.046871615185415
5812	ENSG00000151882	chr5	43382089	0.046871615185415
5813	ENSG00000164588	chr5	45259348	0.0631828353713778
5814	ENSG00000213949	chr5	52083729	0.00764597897160324
5815	ENSG00000213949	chr5	52159806	0.00764597897160324
5816	ENSG00000213949	chr5	52160804	0.00764597897160324
5817	ENSG00000164171	chr5	52285155	0.142279984622557
5818	ENSG00000164171	chr5	52285169	0.142279984622557
5819	ENSG00000164171	chr5	52285269	0.142279984622557
5820	ENSG00000164171	chr5	52285269	0.142279984622557
5821	ENSG00000164171	chr5	52285269	0.142279984622557
5822	ENSG00000164258	chr5	52856462	0.0441943213386215
5823	ENSG00000164258	chr5	52856464	0.0441943213386215
5824	ENSG00000164258	chr5	52856464	0.0441943213386215
5825	ENSG00000164258	chr5	52856476	0.0441943213386215
5826	ENSG00000164258	chr5	52856504	0.0441943213386215
5827	ENSG00000164258	chr5	52942024	0.0441943213386215
5828	ENSG00000164509	chr5	55147206	0.0800058527127374
5829	ENSG00000164509	chr5	55147323	0.0800058527127374
5830	ENSG00000164509	chr5	55147333	0.0800058527127374
5831	ENSG00000164509	chr5	55147333	0.0800058527127374
5832	ENSG00000164509	chr5	55149149	0.0800058527127374
5833	ENSG00000164509	chr5	55149357	0.0800058527127374
5834	ENSG00000164509	chr5	55149357	0.0800058527127374
5835	ENSG00000113448	chr5	58269598	0.000393682883056022
5836	ENSG00000113448	chr5	58270387	0.000393682883056022
5837	ENSG00000113448	chr5	58270389	0.000393682883056022
5838	ENSG00000113448	chr5	58270481	0.000393682883056022
5839	ENSG00000113448	chr5	58854385	0.000393682883056022
5840	ENSG00000113448	chr5	59282224	0.000393682883056022
5841	ENSG00000113448	chr5	59284147	0.000393682883056022
5842	ENSG00000113448	chr5	59284362	0.000393682883056022
5843	ENSG00000164182	chr5	60240955	0.216836337396778
5844	ENSG00000164182	chr5	60241033	0.216836337396778
5845	ENSG00000164182	chr5	60241161	0.216836337396778
5846	ENSG00000164182	chr5	60346202	0.216836337396778
5847	ENSG00000086200	chr5	61699798	0.728789204276687
5848	ENSG00000086200	chr5	61708487	0.728789204276687
5849	ENSG00000086200	chr5	61709208	0.728789204276687
5850	ENSG00000134058	chr5	68530667	9.43612751861079e-12
5851	ENSG00000134058	chr5	68530687	9.43612751861079e-12
5852	ENSG00000134058	chr5	68530699	9.43612751861079e-12
5853	ENSG00000134058	chr5	68530705	9.43612751861079e-12
5854	ENSG00000134058	chr5	68530713	9.43612751861079e-12
5855	ENSG00000134058	chr5	68530718	9.43612751861079e-12
5856	ENSG00000134058	chr5	68530724	9.43612751861079e-12
5857	ENSG00000134058	chr5	68530738	9.43612751861079e-12
